,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
560,"""550 W Baseline Rd, Ste 102-231""","""{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False'}""","""yYx6pXssNBhh9AeJMAVJKg""","""Home Services, Pool Cleaners, Pool & Hot Tub Service""","""Mesa""","""{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}""",1,33.380360499999995,-111.8429749,"""Blue Authority""","""85210""",3,3.5,"""AZ"""
561,"""nan""","""nan""","""Qr6REdrwVE7Te_VyYA7Lhg""","""Real Estate, Home Services, Property Management, Apartments""","""Toronto""","""nan""",1,43.7217587,-79.35042800000002,"""Toronto Renting Guide""","""M3C 0C1""",3,2.5,"""ON"""
562,"""1125 Lincoln Hwy""","""{'BusinessAcceptsCreditCards': 'True'}""","""34IeZLGiCO3Ikv0mNTlczw""","""Automotive, Car Wash""","""North Versailles""","""nan""",1,40.3773757832,-79.8009907264,"""Mr Clean Car Wash""","""15137""",6,4.0,"""PA"""
563,"""Charlotte-Douglas Intl Airport""","""{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False'}""","""4buRElPC3-ka-s2q55VVFw""","""Local Flavor, Beer, Wine & Spirits, Food""","""Charlotte""","""nan""",1,35.2205899237,-80.940057576,"""Carolina Beer Company""","""28208""",77,2.0,"""NC"""
564,"""15530 W Roosevelt St, Ste E105""","""{'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}""","""221yaXPE1zmJqDvBVM__tw""","""American (Traditional), Ice Cream & Frozen Yogurt, Food, Restaurants""","""Goodyear""","""nan""",1,33.4575713,-112.3931507,"""Baskin-Robbins""","""85338""",26,2.5,"""AZ"""
565,"""5051 Som Center Rd""","""{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True'}""","""3KzzG6dw5aN9eIo3cGHaSA""","""Restaurants, Fast Food, Burgers, American (Traditional), American (New), Breakfast & Brunch, Diners""","""Willoughby""","""{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}""",1,41.6234487,-81.4392608,"""Steak ’n Shake""","""44094""",43,2.5,"""OH"""
566,"""129 Lafayette""","""nan""","""slbNfiCJFJQORMAZ8ksvBg""","""Auto Parts & Supplies, Automotive""","""Medina""","""nan""",1,41.1346801831,-81.8651257691,"""AutoZone""","""44256""",3,4.0,"""OH"""
567,"""nan""","""{'RestaurantsPriceRange2': '2'}""","""brR5W9tv7kwg6ElslwvwKw""","""Home Services, Patisserie/Cake Shop, Food, Desserts, Real Estate""","""Edgemont""","""{'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}""",1,51.11767860000001,-114.1491501,"""My Cheesecake Addiction""","""T3A 2M4""",3,5.0,"""AB"""
568,"""406 E Green St""","""{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}""","""mlm2_qc912RAssglxB8h7Q""","""Home Services, Real Estate, Apartments""","""Champaign""","""{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '10:0-16:0'}""",1,40.11044860000001,-88.2329057,"""Bankier Apartments""","""61820""",19,2.5,"""IL"""
569,"""1312 W Sunset Rd""","""{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}""","""FXdAittxUsIR-SWPuKhXjA""","""Department Stores, Baby Gear & Furniture, Health & Medical, Optometrists, Fashion, Shopping, Appliances, Women's Clothing, Men's Clothing, Children's Clothing, Home & Garden""","""Henderson""","""{'Tuesday': '7:0-22:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '7:0-18:0'}""",1,36.0678874821,-115.04193064969999,"""JCPenney""","""89014""",57,3.0,"""NV"""
570,"""7600 E Camelback Rd""","""{'ByAppointmentOnly': 'True'}""","""HOc0or4N5bA_36S8vmAMag""","""Health & Medical, General Dentistry, Dentists""","""Scottsdale""","""nan""",0,33.5023881,-111.9172605,"""Rani C Chatterjee, DDS MSB""","""85251""",4,3.5,"""AZ"""
571,"""113 Cavasina Dr""","""{'RestaurantsPriceRange2': '1'}""","""pvKp4m3eFeHv15kYZaq1Bw""","""Restaurants, Pizza""","""Canonsburd""","""nan""",1,40.2634088,-80.1738737,"""Papa John's""","""15317""",10,1.5,"""PA"""
572,"""2140 N Arizona Ave""","""{'GoodForKids': 'True'}""","""OEQrPxeku4BfHMCSi8UASQ""","""Arts & Entertainment, Cinema""","""Chandler""","""{'Monday': '14:0-22:30', 'Tuesday': '14:0-22:30', 'Wednesday': '14:0-22:30', 'Thursday': '14:0-22:30', 'Friday': '12:0-1:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-23:0'}""",0,33.338475,-111.8441442,"""Chandler Cinemas""","""85225""",10,4.0,"""AZ"""
573,"""220 Yonge Street, Unit C030""","""{'RestaurantsPriceRange2': '1'}""","""TboX0o7lo8FwB-8QttguIw""","""Eyewear & Opticians, Shopping""","""Toronto""","""{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-21:30', 'Saturday': '9:30-21:30', 'Sunday': '10:0-19:0'}""",1,43.6540644,-79.3806966,"""Bonlook""","""M5B 2H1""",6,2.5,"""ON"""
574,"""111 Avenue Rd""","""{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}""","""WkdIxfgIj-iH1OL4YJ6oFQ""","""Furniture Stores, Office Equipment, Shopping, Home & Garden""","""Toronto""","""{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}""",1,43.6731972,-79.3954314,"""Structube""","""M5R 3J8""",17,2.0,"""ON"""
575,"""1615 Elizabeth Ave""","""{'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False'}""","""zRV7bzP_CfTg-_R9U-VsVg""","""Music Venues, Nightlife, Arts & Entertainment, Cinema""","""Charlotte""","""nan""",1,35.2135934,-80.8259927,"""Visulite Theatre""","""28204""",57,4.0,"""NC"""
576,"""201 Harding St""","""{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}""","""c__toRMdnJlS15u_RRG1WQ""","""Arts & Entertainment, Arcades, Venues & Event Spaces, Bowling, Event Planning & Services, Nightlife, Active Life""","""Medina""","""{'Monday': '15:0-22:30', 'Tuesday': '12:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '13:0-22:0'}""",1,41.1497,-81.8614584,"""AMF Medina Lanes""","""44256""",6,3.0,"""OH"""
577,"""1418 Rue Cartier""","""{'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}""","""9ELnhtgMF8_h8Zky4A7BSA""","""Restaurants, Japanese""","""Montréal""","""{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}""",0,45.5232256726,-73.551978752,"""Saiken Sushi""","""H2K 4C8""",4,3.0,"""QC"""
578,"""6517 N 7th St""","""{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'False'}""","""W-1myuZWBbJf2y82h7dp7g""","""Real Estate, Real Estate Services, Real Estate Agents, Home Services""","""Phoenix""","""{'Monday': '8:0-21:0', 'Tuesday': '8:0-19:30', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-17:0'}""",1,33.5317767,-112.0647489,"""Rimsza Realty""","""85014""",6,3.5,"""AZ"""
579,"""328 Atwood St""","""{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'very_loud'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True'}""","""hOv0yRX4Km89-7vJuzPteg""","""Cafes, Nightlife, Restaurants, Bars, Pubs""","""Pittsburgh""","""nan""",0,40.438875,-79.955248,"""Spice Cafe""","""15213""",7,4.5,"""PA"""
580,"""751 3rd Street SW, Unit 415""","""{'ByAppointmentOnly': 'False', 'BikeParking': 'False', 'RestaurantsPriceRange2': '3'}""","""sa53_h_Jp8dhjuz0tvZpKA""","""Barbers, Beauty & Spas""","""Calgary""","""{'Monday': '8:30-18:0', 'Tuesday': '8:30-18:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}""",1,51.046259,-114.070034,"""Tommy Gun's""","""T2P 4K8""",8,3.0,"""AB"""
581,"""4515 S McClintock Dr""","""{'ByAppointmentOnly': 'False'}""","""RAg_Zadz3ZBSh5cp6-H6CQ""","""Home Health Care, Medical Transportation, Health & Medical""","""Tempe""","""{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}""",1,33.3848342,-111.9082711,"""BrightStar Care""","""85282""",7,4.5,"""AZ"""
582,"""4623 Bow Trail S.W""","""{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BikeParking': 'True'}""","""XERJkTF6NqIUa-w9NalwDg""","""Sporting Goods, Active Life, Mountain Biking, Bike Repair/Maintenance, Bikes, Local Services, Shopping""","""Calgary""","""{'Monday': '10:0-20:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}""",1,51.0487463,-114.1537428,"""Calgary Cycle""","""T3C 2G6""",7,4.0,"""AB"""
583,"""749 Queen Street W""","""{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'True'}""","""j_pi7HWSARbfKabuPRsXbw""","""Waxing, Nail Salons, Hair Removal, Beauty & Spas, Skin Care""","""Toronto""","""{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-18:0'}""",1,43.6463243,-79.40715159999998,"""The Ten Spot - Queen West""","""M6J 1G1""",108,3.5,"""ON"""
584,"""1600 E Woodlawn Rd, Ste 100""","""{'GoodForKids': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'OutdoorSeating': 'True', 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'full_bar'"", 'Smoking': ""u'outdoor'"", 'GoodForDancing': 'True', 'RestaurantsAttire': ""'casual'"", 'HappyHour': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}""}""","""RGK23CEkDfYHWtUbRhA-bQ""","""Burgers, Restaurants, American (New), Bars, American (Traditional), Nightlife""","""Charlotte""","""{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}""",1,35.171735594699996,-80.8492714539,"""The Turnhouse Grille""","""28209""",102,4.5,"""NC"""
585,"""200 N Centennial Way""","""{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}""","""_p7cdfl_fscg3TtcaQzh5Q""","""Hotels & Travel, Event Planning & Services, Hotels""","""Mesa""","""{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}""",1,33.4199841745,-111.8288787857,"""Delta Hotels Phoenix Mesa""","""85201""",83,2.5,"""AZ"""
586,"""13814 N 51st Ave""","""{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}""","""Ci6UHdf8cHk99d3cvhEP4A""","""Nail Salons, Beauty & Spas""","""Glendale""","""{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}""",1,33.6118626623,-112.1703757684,"""Evergreen Nails & Spa""","""85306""",38,4.0,"""AZ"""
587,"""2030 Rue Crescent, Suite B""","""{'WheelchairAccessible': 'False', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}""","""WM7FYVwC7JYMgar_3SIAvg""","""Vape Shops, Medical Supplies, Shopping, Tobacco Shops, Electronics""","""Montréal""","""{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}""",0,45.4982018,-73.57788199999997,"""VapeLion""","""H3G 2B8""",4,5.0,"""QC"""
588,"""14835 Ballantyne Village Way, Ste 120""","""{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True'}""","""tc_iSFczfkfIF2H7uqs_eQ""","""Fashion, Accessories, Shopping, Used, Vintage & Consignment""","""Charlotte""","""{'Monday': '12:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}""",1,35.0532445,-80.85096429999999,"""Nouveaux Couture Consignment""","""28277""",7,4.5,"""NC"""
589,"""5420 Wolff Rd""","""{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True'}""","""dU0puD3USCFPpxfDqqIHOg""","""Active Life, Golf""","""Medina""","""nan""",1,41.191816183600004,-81.8831963092,"""Granite Grille at Shale Creek Golf Club""","""44256""",4,3.0,"""OH"""
590,"""21050 N Tatum Blvd, Ste 122""","""{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BikeParking': 'False'}""","""TpWUzvZFRp0syxfmuQsluQ""","""Shoe Repair, Local Services, Home Services, Dry Cleaning & Laundry, Laundry Services""","""Phoenix""","""{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '9:0-17:0'}""",1,33.6780787,-111.9777853,"""OrganiCare Garment Care""","""85050""",53,4.0,"""AZ"""
591,"""3940 E University Dr""","""{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}""","""TLx5sNlmRBYyEDisCx4oPA""","""Dermatologists, Doctors, Health & Medical, Cosmetic Surgeons""","""Mesa""","""{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}""",1,33.423062,-111.7457923,"""Ronald M Glick, DO""","""85205""",7,3.0,"""AZ"""
592,"""3170 W Carefree Hwy""","""{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}""","""h8WA6f0XUFQ2AsGvFNzTgw""","""Guns & Ammo, Active Life, Shopping, Local Services""","""Phoenix""","""{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '10:0-15:0'}""",0,33.8001904414,-112.12890028950001,"""Amega Shooting Supplies""","""85086""",9,4.0,"""AZ"""
593,"""6990 E Shea Blvd""","""{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'DogsAllowed': 'True'}""","""-bd4BQcl1ekgo7avaFngIw""","""Diners, Breakfast & Brunch, Restaurants""","""Scottsdale""","""{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-15:0', 'Sunday': '6:30-15:0'}""",1,33.5825076235,-111.9312195007,"""Eggstasy""","""85254""",646,3.5,"""AZ"""
594,"""2920 N Green Valley Pkwy, Bldg 8 Ste 821""","""{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}""","""a9WV4-QcQfkUcOwUMFVhGw""","""Massage Therapy, Family Practice, Acupuncture, Health & Medical, Doctors, CPR Classes, Educational Services, Specialty Schools, Education""","""Henderson""","""{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-16:0'}""",0,36.0763603,-115.0816951,"""Complete Medical Consultants""","""89014""",54,4.5,"""NV"""
595,"""1038 State Rt 11""","""{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True'}""","""Ya-HZZrzMWYSBtGyLajDQg""","""Convenience Stores, Hot Dogs, Gas Stations, Burgers, Automotive, Food Stands, Restaurants, Comfort Food, Food, Fast Food""","""Champlain""","""{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}""",1,44.9811404098,-73.45871843399999,"""Nathan's Famous""","""12919""",4,4.0,"""NY"""
596,"""3015 E Main St, Ste 118""","""nan""","""a2QjILnq4jT0kcuFoBQHeQ""","""Automotive, Auto Repair, Oil Change Stations""","""Mesa""","""{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}""",0,33.4156963,-111.7630999,"""NVP Autowerks""","""85213""",8,4.5,"""AZ"""
597,"""203 East Lake Road NE""","""nan""","""tWvep1usNNI3NYkoRbSb7g""","""nan""","""Airdrie""","""nan""",1,51.293351,-113.980976,"""Airdrie East Side Storage""","""T4A 2E9""",3,1.0,"""AB"""
598,"""4350 E Camelback Rd, Ste F100""","""{'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True'}""","""N3u7Ql3hi608u3NtmtjaEw""","""Family Practice, Health & Medical, Doctors""","""Phoenix""","""{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-12:0'}""",1,33.510132,-111.987885,"""Family Practice Specialist Ltd""","""85018""",49,2.5,"""AZ"""
599,"""2487 S Gilbert Rd, Ste 102""","""{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'Caters': 'True'}""","""cmsAFAymfVoBitSF8R6GKw""","""Chinese, Restaurants""","""Gilbert""","""{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}""",1,33.304829999999995,-111.78886599999998,"""Yao Fine Chinese Cuisine""","""85295""",200,4.0,"""AZ"""
600,"""1359 S Gilbert Rd""","""{'BusinessAcceptsCreditCards': 'True'}""","""7o7whntPpZV7x4Ac8Yjw9g""","""Event Planning & Services, Venues & Event Spaces""","""Gilbert""","""nan""",1,33.3248138,-111.788994,"""Shenandoah Mill""","""85296""",41,3.0,"""AZ"""
601,"""5642 N 27th Ave""","""{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}""","""R_18EYQLNho8-xH6FTRymw""","""Pizza, Chicken Wings, Burgers, Restaurants""","""Phoenix""","""nan""",1,33.5194909639,-112.1173717113,"""Long Wong's Famous Wings""","""85017""",8,3.0,"""AZ"""
